"date","overview_page_views","overview_unique_visitors","life_page_views","life_unique_visitors","jobs_page_views","jobs_unique_visitors","total_page_views_desktop","total_page_views_mobile","total_page_views","total_unique_visitors_desktop","total_unique_visitors_mobile","total_unique_visitors"
"2025-12-17",2,2,0,0,4,2,1,7,8,1,3,4
"2025-12-18",8,5,0,0,2,2,8,2,10,5,2,7
"2025-12-19",3,2,0,0,0,0,1,2,3,1,1,2
"2025-12-20",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-21",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-22",8,2,0,0,0,0,8,0,8,2,0,2
"2025-12-23",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-24",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-25",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-26",1,1,0,0,0,0,1,0,1,1,0,1
"2025-12-27",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-28",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-29",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-30",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-31",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-01",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-02",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-03",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-04",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-05",1,1,0,0,0,0,1,0,1,1,0,1
"2026-01-06",14,3,0,0,3,2,10,9,19,1,2,3
"2026-01-07",1,1,0,0,0,0,1,0,1,1,0,1
"2026-01-08",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-09",8,2,0,0,0,0,8,1,9,1,1,2
"2026-01-10",2,2,0,0,0,0,1,1,2,1,1,2
"2026-01-11",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-12",3,1,0,0,0,0,0,3,3,0,1,1
"2026-01-13",11,3,0,0,1,1,11,1,12,3,1,4
"2026-01-14",1,1,0,0,0,0,1,1,2,1,1,2
"2026-01-15",4,3,0,0,1,1,5,0,5,3,0,3
"2026-01-16",1,1,0,0,0,0,0,1,1,0,1,1
"2026-01-17",3,3,0,0,0,0,2,1,3,2,1,3
"2026-01-18",4,3,0,0,0,0,2,4,6,2,1,3
"2026-01-19",4,2,0,0,0,0,4,0,4,2,0,2
"2026-01-20",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-21",12,4,0,0,1,1,12,4,16,3,1,4
"2026-01-22",11,5,0,0,0,0,12,0,12,5,0,5
"2026-01-23",0,0,0,0,0,0,0,0,0,0,0,0
"2026-01-24",2,2,0,0,0,0,2,1,3,1,1,2
"2026-01-25",5,2,0,0,0,0,3,2,5,1,1,2
"2026-01-26",3,3,0,0,1,1,2,2,4,2,2,4
"2026-01-27",9,4,0,0,0,0,11,0,11,4,0,4
"2026-01-28",2,1,0,0,1,1,2,3,5,1,1,2
"2026-01-29",1,1,0,0,0,0,1,0,1,1,0,1
"2026-01-30",0,0,0,0,0,0,0,1,1,0,1,1
"2026-01-31",0,0,0,0,0,0,0,0,0,0,0,0
"2026-02-01",1,1,0,0,0,0,0,1,1,0,1,1
"2026-02-02",2,2,0,0,0,0,1,1,2,1,1,2
"2026-02-03",1,1,0,0,0,0,1,1,2,1,1,2
"2026-02-04",7,4,0,0,0,0,6,4,10,3,1,4
"2026-02-05",1,1,0,0,0,0,0,1,1,0,1,1
"2026-02-06",5,3,0,0,0,0,3,4,7,1,2,3
"2026-02-07",1,1,0,0,0,0,0,1,1,0,1,1
"2026-02-08",0,0,0,0,0,0,0,0,0,0,0,0
"2026-02-09",2,2,0,0,0,0,0,2,2,0,2,2
"2026-02-10",1,1,0,0,1,1,1,1,2,1,1,2
"2026-02-11",3,3,0,0,0,0,1,3,4,1,2,3
"2026-02-12",0,0,0,0,0,0,0,2,2,0,1,1
"2026-02-13",0,0,0,0,0,0,0,0,0,0,0,0
"2026-02-14",1,1,0,0,0,0,1,0,1,1,0,1
"2026-02-15",0,0,0,0,0,0,0,0,0,0,0,0
"2026-02-16",12,8,0,0,2,1,11,10,21,4,4,8
"2026-02-17",7,5,0,0,0,0,11,0,11,5,0,5
"2026-02-18",2,2,0,0,0,0,0,5,5,0,4,4
"2026-02-19",2,2,0,0,0,0,3,0,3,2,0,2
"2026-02-20",6,3,0,0,0,0,6,0,6,3,0,3
"2026-02-21",8,1,0,0,0,0,8,0,8,1,0,1
"2026-02-22",0,0,0,0,0,0,0,0,0,0,0,0
"2026-02-23",10,6,0,0,2,2,9,6,15,5,3,8
"2026-02-24",2,2,0,0,1,1,1,2,3,1,1,2
"2026-02-25",0,0,0,0,1,1,0,6,6,0,2,2
"2026-02-26",3,2,0,0,0,0,1,4,5,1,2,3
"2026-02-27",13,3,0,0,0,0,13,0,13,3,0,3
"2026-02-28",0,0,0,0,0,0,0,0,0,0,0,0
"2026-03-01",1,1,0,0,0,0,1,0,1,1,0,1
"2026-03-02",5,5,0,0,2,2,4,7,11,4,3,7
"2026-03-03",4,3,0,0,0,0,4,1,5,2,1,3
"2026-03-04",2,2,0,0,0,0,1,3,4,1,2,3
"2026-03-05",8,2,0,0,0,0,9,0,9,2,0,2
"2026-03-06",1,1,0,0,0,0,1,0,1,1,0,1
"2026-03-07",0,0,0,0,0,0,0,0,0,0,0,0
"2026-03-08",3,1,0,0,1,1,0,4,4,0,1,1
"2026-03-09",4,2,0,0,1,1,0,7,7,0,2,2
"2026-03-10",5,2,0,0,0,0,1,4,5,1,1,2
"2026-03-11",9,4,0,0,2,2,12,2,14,3,1,4
"2026-03-12",4,3,0,0,2,2,4,2,6,2,2,4
"2026-03-13",4,4,0,0,0,0,5,0,5,4,0,4
"2026-03-14",3,2,0,0,0,0,3,1,4,1,1,2
"2026-03-15",1,1,0,0,1,1,1,1,2,1,1,2
"2026-03-16",0,0,0,0,0,0,0,0,0,0,0,0
"2026-03-17",5,2,0,0,1,1,6,0,6,2,0,2
"2026-03-18",4,3,0,0,1,1,7,7,14,3,1,4
"2026-03-19",1,1,0,0,0,0,1,0,1,1,0,1
"2026-03-20",1,1,0,0,0,0,1,0,1,1,0,1
"2026-03-21",1,1,0,0,0,0,0,3,3,0,1,1
"2026-03-22",0,0,0,0,0,0,0,0,0,0,0,0
"2026-03-23",2,2,0,0,0,0,2,0,2,2,0,2
"2026-03-24",18,5,0,0,1,1,16,3,19,3,2,5
"2026-03-25",6,3,0,0,1,1,5,2,7,2,2,4
"2026-03-26",2,2,0,0,0,0,2,1,3,1,1,2
"2026-03-27",3,3,0,0,0,0,1,4,5,1,3,4
"2026-03-28",2,1,0,0,2,1,0,5,5,0,2,2
"2026-03-29",0,0,0,0,0,0,0,0,0,0,0,0
"2026-03-30",9,4,0,0,0,0,8,3,11,3,2,5
"2026-03-31",6,5,0,0,1,1,7,1,8,4,1,5
"2026-04-01",1,1,0,0,0,0,0,1,1,0,1,1
"2026-04-02",12,4,0,0,0,0,13,4,17,3,1,4
"2026-04-03",0,0,0,0,0,0,0,1,1,0,1,1
"2026-04-04",6,3,0,0,0,0,1,5,6,1,2,3
"2026-04-05",0,0,0,0,0,0,0,2,2,0,1,1
"2026-04-06",0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-07",9,4,0,0,1,1,10,1,11,4,1,5
"2026-04-08",1,1,0,0,0,0,1,1,2,1,1,2
"2026-04-09",2,1,0,0,0,0,0,2,2,0,1,1
"2026-04-10",2,2,0,0,0,0,2,0,2,2,0,2
"2026-04-11",0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-12",0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-13",13,7,0,0,0,0,14,0,14,7,0,7
"2026-04-14",3,3,0,0,0,0,2,1,3,2,1,3
"2026-04-15",1,1,0,0,0,0,0,3,3,0,1,1
"2026-04-16",3,3,0,0,0,0,2,1,3,2,1,3
"2026-04-17",3,2,0,0,0,0,3,0,3,2,0,2
"2026-04-18",0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-19",9,1,0,0,0,0,9,0,9,1,0,1
"2026-04-20",0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-21",21,8,0,0,0,0,10,12,22,3,5,8
"2026-04-22",2,2,0,0,0,0,1,1,2,1,1,2
"2026-04-23",1,1,0,0,0,0,2,0,2,1,0,1
"2026-04-24",6,2,0,0,0,0,7,1,8,1,1,2
"2026-04-25",1,1,0,0,1,1,0,4,4,0,1,1
"2026-04-26",0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-27",25,6,0,0,1,1,10,16,26,4,3,7
"2026-04-28",18,16,0,0,2,2,10,10,20,8,9,17
"2026-04-29",6,4,0,0,3,2,1,11,12,1,3,4
"2026-04-30",7,3,0,0,0,0,1,6,7,1,2,3
"2026-05-01",1,1,0,0,0,0,0,1,1,0,1,1
"2026-05-02",0,0,0,0,0,0,0,1,1,0,1,1
"2026-05-03",3,1,0,0,1,1,0,7,7,0,1,1
"2026-05-04",1,1,0,0,0,0,1,0,1,1,0,1
"2026-05-05",5,1,0,0,0,0,5,2,7,1,1,2
"2026-05-06",1,1,0,0,0,0,1,0,1,1,0,1
"2026-05-07",11,2,0,0,0,0,11,0,11,2,0,2
"2026-05-08",4,2,0,0,0,0,3,3,6,1,1,2
"2026-05-09",0,0,0,0,0,0,0,1,1,0,1,1
"2026-05-10",3,2,0,0,0,0,3,0,3,2,0,2
"2026-05-11",3,3,0,0,0,0,3,0,3,3,0,3
"2026-05-12",2,1,0,0,4,1,0,9,9,0,1,1
"2026-05-13",9,4,0,0,0,0,7,2,9,2,2,4
"2026-05-14",0,0,0,0,0,0,0,0,0,0,0,0
"2026-05-15",0,0,0,0,0,0,0,0,0,0,0,0
"2026-05-16",1,1,0,0,0,0,0,1,1,0,1,1
"2026-05-17",1,1,0,0,0,0,1,0,1,1,0,1
"2026-05-18",3,2,0,0,0,0,1,4,5,1,2,3
"2026-05-19",0,0,0,0,0,0,0,0,0,0,0,0
"2026-05-20",0,0,0,0,1,1,0,1,1,0,1,1
"2026-05-21",4,2,0,0,0,0,4,0,4,2,0,2
"2026-05-22",9,1,0,0,0,0,12,0,12,1,0,1
"2026-05-23",0,0,0,0,0,0,0,0,0,0,0,0
"2026-05-24",0,0,0,0,0,0,0,0,0,0,0,0
"2026-05-25",6,4,0,0,0,0,7,4,11,4,2,6
